"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.170098375E0,-5.150081366E-3,-5.313565861E-4,7.823048294E-2,7.840162076E-2
2.180034375E0,-7.196131758E-3,-3.978258236E-3,7.987822831E-2,8.030032508E-2
2.189971375E0,-4.554652087E-3,3.579688263E-3,7.164710283E-2,7.188091797E-2
2.199907375E0,1.026131529E-3,-3.916264046E-4,8.242819905E-2,8.243551611E-2
2.209844375E0,-2.321819700E-3,6.550708786E-4,7.329894125E-2,7.333863070E-2
2.219780375E0,-7.821363565E-3,-7.172432262E-3,7.300014853E-2,7.376746708E-2
2.229717375E0,-2.521776203E-3,-7.000496713E-3,6.701318443E-2,6.742501907E-2
2.239653375E0,-9.553802200E-4,2.605628930E-3,8.033665001E-2,8.038457183E-2
2.249590375E0,-3.950305805E-3,6.332580233E-4,7.569629967E-2,7.580195061E-2
2.259526375E0,3.573836479E-3,7.906988729E-4,7.674529016E-2,7.683252614E-2
2.269463375E0,-3.166596182E-3,-2.829673220E-3,7.270369470E-2,7.282761568E-2
2.279399375E0,-4.369039536E-3,2.066323785E-3,7.734696865E-2,7.749781778E-2
2.289336375E0,-6.460076943E-3,-3.658579993E-3,8.468230069E-2,8.500711647E-2
2.299272375E0,-4.279430956E-3,3.886571154E-4,7.225638270E-2,7.238404123E-2
2.309209375E0,-5.276381224E-3,-2.263621632E-3,7.809541225E-2,7.830617854E-2
2.319146375E0,4.952317569E-3,-4.544063145E-3,7.255809903E-2,7.286872919E-2
2.329082375E0,-4.251346048E-3,3.277040035E-3,6.177875698E-2,6.201151303E-2
2.339019375E0,-5.669917110E-3,-2.035607630E-3,7.584774256E-2,7.608660664E-2
2.348955375E0,-1.187105376E-2,-2.196200495E-3,7.929233730E-2,8.020610930E-2
2.358892375E0,-9.184495714E-3,-9.044267605E-3,7.884327114E-2,7.989001904E-2
2.368828375E0,-2.912936658E-3,-7.938773828E-3,8.108743250E-2,8.152717976E-2
2.378765375E0,1.132971123E-3,6.678616628E-6,7.405147791E-2,7.406014481E-2
2.388701375E0,3.268995546E-3,-4.459237405E-3,7.479992151E-2,7.500399582E-2
2.398638375E0,1.923057865E-3,-6.125415210E-3,8.063836634E-2,8.089354109E-2
2.408574375E0,2.962802444E-3,-3.891934147E-3,7.315451503E-2,7.331785880E-2
2.418511375E0,-5.336552728E-3,-3.220066228E-3,6.731723964E-2,6.760516530E-2
2.428447375E0,-6.623305622E-3,-2.357844030E-4,7.674821377E-2,7.703383729E-2
2.438384375E0,-3.365803510E-3,-7.019851911E-3,7.001163661E-2,7.044314172E-2
2.448321375E0,3.305504099E-5,-6.836372679E-3,7.869650602E-2,7.899289300E-2
2.458257875E0,-8.154088408E-3,-7.961116587E-3,8.543366790E-2,8.619037154E-2
2.468194875E0,-5.891234223E-3,-7.671158644E-3,7.600386322E-2,7.661684240E-2
2.478130875E0,-6.065097526E-3,-2.302697478E-3,6.342942595E-2,6.376033172E-2
2.488067875E0,-4.392574579E-3,-2.539655892E-3,7.780071259E-2,7.796598901E-2
2.498003875E0,5.347461440E-4,2.406279990E-3,7.241133392E-2,7.245327747E-2
2.507940875E0,-1.724362168E-3,-2.133109951E-3,7.570799410E-2,7.575766598E-2
2.517876875E0,-5.467347633E-3,3.481587516E-3,8.109678805E-2,8.135540777E-2
2.527813875E0,-4.360433165E-3,-3.867659066E-3,6.927254856E-2,6.951732264E-2
2.537749875E0,-7.866515033E-3,3.202414946E-3,7.196519136E-2,7.246465544E-2
2.547686875E0,-6.451452300E-3,-2.711737622E-4,7.001982272E-2,7.031692787E-2
2.557622875E0,-4.804218560E-3,-6.054426357E-3,8.154643893E-2,8.191189350E-2
2.567559875E0,-4.242556952E-3,-7.446292089E-4,7.690550387E-2,7.702603643E-2
2.577495875E0,-3.367283586E-3,-4.653022354E-3,7.660612643E-2,7.682114176E-2
2.587432875E0,-5.939985383E-3,6.288680434E-4,8.020099461E-2,8.042312129E-2
2.597368875E0,-5.386509877E-3,-1.784072290E-3,7.915609717E-2,7.935921574E-2
2.607305875E0,-5.947678126E-3,6.164267217E-3,7.855851173E-2,7.902412816E-2
2.617242875E0,-2.872207146E-3,2.984332074E-3,7.122610331E-2,7.134643372E-2
2.627178875E0,1.635356583E-3,7.069694856E-4,6.583380103E-2,6.585790427E-2
2.637115875E0,-1.008977260E-2,-4.076724434E-3,7.691193581E-2,7.767798313E-2
2.647051875E0,-5.571026076E-3,-2.792822057E-3,8.275038064E-2,8.298470752E-2
2.656988875E0,-1.350714125E-2,8.951995801E-4,8.574357033E-2,8.680555339E-2
2.666924875E0,-6.581918299E-3,1.514670965E-3,7.646345437E-2,7.676116030E-2
2.676861875E0,-4.878770560E-5,-7.039517742E-3,8.289889991E-2,8.319726436E-2
2.686797875E0,-7.846396957E-3,-6.405601907E-3,6.478714943E-2,6.557417489E-2
2.696734875E0,-7.011140473E-3,-3.563147038E-3,7.601204932E-2,7.641782350E-2
2.706670875E0,-2.785467356E-3,-7.165168924E-3,7.346851051E-2,7.386961832E-2
2.716607875E0,-1.004091181E-2,1.682865210E-3,6.299146950E-2,6.380891141E-2
2.726543875E0,-1.357445732E-2,1.988117276E-3,7.197454691E-2,7.327041630E-2
2.736480875E0,-7.960472479E-3,-4.562130128E-3,7.661606669E-2,7.716348767E-2
2.746416875E0,-1.159886587E-2,-7.508733957E-3,6.838494122E-2,6.976686148E-2
2.756353875E0,-8.540863451E-3,-7.835360337E-4,8.514832377E-2,8.557918742E-2
2.766290875E0,-2.944401987E-3,-3.046746533E-3,7.586586893E-2,7.598409199E-2
2.776226875E0,3.597334977E-3,-1.771455095E-3,7.167400002E-2,7.178607909E-2
2.786163875E0,-5.673352350E-3,-5.178988539E-4,6.897726417E-2,6.921212407E-2
2.796099875E0,-6.334380079E-3,7.123735920E-4,7.675990820E-2,7.702412190E-2
2.806036875E0,-7.498615533E-3,8.890691400E-4,7.346675634E-2,7.385380130E-2
2.815972875E0,-5.650054850E-4,1.182937408E-3,6.927664161E-2,6.928904419E-2
2.825909875E0,-6.153152939E-3,-2.068470810E-3,8.199959815E-2,8.225614845E-2
2.835845875E0,-1.128724582E-2,-5.975648831E-3,7.571208715E-2,7.678170641E-2
2.845782875E0,-5.786934514E-3,-1.701859524E-4,7.017185032E-2,7.041027022E-2
2.855718875E0,-9.246768560E-3,-4.188387981E-4,7.765570164E-2,7.820540999E-2
2.865655875E0,-1.154854327E-2,-5.955128758E-3,7.481453955E-2,7.593449637E-2
2.875591875E0,-1.331041899E-2,-5.528725125E-4,7.840823829E-2,7.953191029E-2
2.885528875E0,-1.313165864E-2,2.959463135E-3,6.613434792E-2,6.749037602E-2
2.895464875E0,-3.468074966E-3,1.962691024E-3,7.092555642E-2,7.103741446E-2
2.905401875E0,-7.293688897E-3,1.579406038E-3,7.706396341E-2,7.742445917E-2
2.915337875E0,-4.394712467E-3,-3.004637444E-3,7.407194316E-2,7.426300632E-2
2.925274875E0,-1.110660341E-3,-9.319666894E-3,7.496949077E-2,7.555471066E-2
2.935211875E0,6.638051569E-4,-7.456661761E-3,7.362112284E-2,7.400075790E-2
2.945147875E0,-4.411614574E-3,-6.788804666E-3,7.047824442E-2,7.094175885E-2
2.955084875E0,-1.002686022E-2,-6.492305151E-3,8.020742655E-2,8.109204169E-2
2.965020875E0,-8.186284639E-3,-5.857694959E-3,7.736100197E-2,7.801315576E-2
