Time (s),Absolute acceleration (m/s^2)
7.641628542E0,8.577329522E-2
7.651564542E0,8.464067669E-2
7.661501542E0,8.818154204E-2
7.671438542E0,8.185612691E-2
7.681375542E0,9.675456463E-2
7.691312542E0,9.264750514E-2
7.701249542E0,8.710840077E-2
7.711185542E0,7.556221115E-2
7.721122542E0,7.510731517E-2
7.731059542E0,8.025899228E-2
7.740996542E0,8.709960771E-2
7.750933542E0,9.020489393E-2
7.760870542E0,9.235351672E-2
7.770806542E0,8.147510258E-2
7.780743542E0,8.622185719E-2
7.790680542E0,9.320645390E-2
7.800617542E0,9.851761857E-2
7.810554542E0,8.588461276E-2
7.820491542E0,8.939222865E-2
7.830427542E0,7.317028750E-2
7.840364542E0,7.512258182E-2
7.850301542E0,7.995241459E-2
7.860238542E0,8.250528986E-2
7.870175542E0,8.142036783E-2
7.880111542E0,9.551533256E-2
7.890048542E0,9.476545501E-2
7.899985542E0,8.055831718E-2
7.909922542E0,8.814482142E-2
7.919859542E0,9.503042084E-2
7.929796542E0,8.513088904E-2
7.939732542E0,8.412637532E-2
7.949669542E0,8.532638555E-2
7.959606542E0,8.306500880E-2
7.969543542E0,8.131334112E-2
7.979480542E0,8.325880942E-2
7.989417542E0,8.281017497E-2
7.999353542E0,9.176674353E-2
8.009290542E0,8.436749946E-2
8.019227542E0,8.352246651E-2
8.029164542E0,9.122232879E-2
